[0.000000] (-) TimerEvent: {}
[0.000117] (home_robot) JobQueued: {'identifier': 'home_robot', 'dependencies': OrderedDict()}
[0.000880] (home_robot) JobStarted: {'identifier': 'home_robot'}
[0.013713] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'cmake'}
[0.016070] (home_robot) JobProgress: {'identifier': 'home_robot', 'progress': 'build'}
[0.016152] (home_robot) Command: {'cmd': ['/usr/bin/cmake', '--build', '/home/dimi/robot_ws/src/home_robot/build/home_robot', '--', '-j16', '-l16'], 'cwd': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'env': OrderedDict({'LESSOPEN': '| /usr/bin/lesspipe %s', 'CODEX_CI': '1', 'LANGUAGE': 'el_GR:el', 'USER': 'dimi', 'LC_TIME': 'C.UTF-8', 'CODEX_INTERNAL_ORIGINATOR_OVERRIDE': 'Codex Desktop', 'GZ_CONFIG_PATH': '/opt/ros/jazzy/opt/gz_sim_vendor/share/gz:/opt/ros/jazzy/opt/sdformat_vendor/share/gz:/opt/ros/jazzy/opt/gz_gui_vendor/share/gz:/opt/ros/jazzy/opt/gz_transport_vendor/share/gz:/opt/ros/jazzy/opt/gz_rendering_vendor/share/gz:/opt/ros/jazzy/opt/gz_plugin_vendor/share/gz:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/share/gz:/opt/ros/jazzy/opt/gz_msgs_vendor/share/gz:/opt/ros/jazzy/opt/gz_common_vendor/share/gz', 'CODEX_SHELL': '1', 'XDG_SESSION_TYPE': 'wayland', 'LOG_FORMAT': 'json', 'SHLVL': '1', 'LD_LIBRARY_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib:/home/dimi/ros2_robot_ws/install/create_msgs/lib:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib:/home/dimi/robot_ws/install/explore_lite_msgs/lib:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib:/opt/ros/jazzy/opt/gz_sim_vendor/lib:/opt/ros/jazzy/opt/gz_sensors_vendor/lib:/opt/ros/jazzy/opt/gz_physics_vendor/lib:/opt/ros/jazzy/opt/sdformat_vendor/lib:/opt/ros/jazzy/opt/rviz_ogre_vendor/lib:/opt/ros/jazzy/lib/x86_64-linux-gnu:/opt/ros/jazzy/opt/gz_gui_vendor/lib:/opt/ros/jazzy/opt/gz_transport_vendor/lib:/opt/ros/jazzy/opt/gz_rendering_vendor/lib:/opt/ros/jazzy/opt/gz_plugin_vendor/lib:/opt/ros/jazzy/opt/gz_fuel_tools_vendor/lib:/opt/ros/jazzy/opt/gz_msgs_vendor/lib:/opt/ros/jazzy/opt/gz_common_vendor/lib:/opt/ros/jazzy/opt/gz_math_vendor/lib:/opt/ros/jazzy/opt/gz_utils_vendor/lib:/opt/ros/jazzy/opt/gz_tools_vendor/lib:/opt/ros/jazzy/opt/gz_ogre_next_vendor/lib:/opt/ros/jazzy/opt/gz_dartsim_vendor/lib:/opt/ros/jazzy/opt/gz_cmake_vendor/lib:/opt/ros/jazzy/lib', 'HOME': '/home/dimi', 'CHROME_DESKTOP': 'chatgpt.desktop', 'CYCLONEDDS_URI': 'file:///home/dimi/.config/cyclonedds.xml', 'DISABLE_AUTO_UPDATE': 'true', 'DESKTOP_SESSION': 'ubuntu', 'GIO_LAUNCHED_DESKTOP_FILE': '/home/dimi/.config/autostart/chatgpt.desktop', 'ROS_PYTHON_VERSION': '3', 'GNOME_SHELL_SESSION_MODE': 'ubuntu', 'GTK_MODULES': 'gail:atk-bridge', 'PAGER': 'cat', 'LC_MONETARY': 'C.UTF-8', 'MANAGERPID': '1793', 'LC_CTYPE': 'C.UTF-8', 'SYSTEMD_EXEC_PID': '2114', 'IM_CONFIG_CHECK_ENV': '1', 'GSM_SKIP_SSH_AGENT_WORKAROUND': 'true', 'NO_COLOR': '1', 'DBUS_SESSION_BUS_ADDRESS': 'unix:path=/run/user/1000/bus', 'COLORTERM': '', 'GIO_LAUNCHED_DESKTOP_FILE_PID': '2441', 'DEBUGINFOD_URLS': 'https://debuginfod.ubuntu.com', 'IM_CONFIG_PHASE': '1', 'WAYLAND_DISPLAY': 'wayland-0', 'COLCON_PREFIX_PATH': '/home/dimi/robot_ws/install:/home/dimi/ros2_robot_ws/install:/home/dimi/roomba_ws/install', 'ROS_DISTRO': 'jazzy', 'ZSH_TMUX_AUTOSTARTED': 'true', 'LOGNAME': 'dimi', 'DESKTOP_AUTOSTART_ID': '102a96377f2f37f15c178742230149109300000021140016', 'JOURNAL_STREAM': '10:10237', '_': '/usr/bin/colcon', 'ROS_VERSION': '2', 'PKG_CONFIG_PATH': '/home/dimi/ros2_robot_ws/install/libcreate/lib/x86_64-linux-gnu/pkgconfig:/home/dimi/ros2_robot_ws/install/libcreate/lib/pkgconfig', 'MEMORY_PRESSURE_WATCH': '/sys/fs/cgroup/user.slice/user-1000.slice/user@1000.service/app.slice/app-gnome\\x2dsession\\x2dmanager.slice/gnome-session-manager@ubuntu.service/memory.pressure', 'XDG_SESSION_CLASS': 'user', 'RUST_LOG': 'warn', 'USERNAME': 'dimi', 'TERM': 'dumb', 'GNOME_DESKTOP_SESSION_ID': 'this-is-deprecated', 'FC_FONTATIONS': '1', 'PATH': '/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/.codex/tmp/arg0/codex-arg0PvXm3Q:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/override:/home/dimi/.local/bin:/home/dimi/bin:/home/dimi/bin:/opt/ros/jazzy/opt/gz_msgs_vendor/bin:/opt/ros/jazzy/opt/gz_tools_vendor/bin:/opt/ros/jazzy/opt/gz_ogre_next_vendor/bin:/opt/ros/jazzy/bin:/home/dimi/.local/bin:/home/dimi/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:/snap/bin:/snap/bin:/home/dimi/.cache/codex-runtimes/codex-primary-runtime/dependencies/bin/fallback:/usr/lib/chatgpt/resources', 'SESSION_MANAGER': 'local/dimi-Default-string:@/tmp/.ICE-unix/2114,unix/dimi-Default-string:/tmp/.ICE-unix/2114', 'CODEX_SESSION_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'INVOCATION_ID': 'acc6534b8a5440689c15f6eca04a0965', 'PAPERSIZE': 'a4', 'XDG_MENU_PREFIX': 'gnome-', 'LC_ADDRESS': 'C.UTF-8', 'GNOME_SETUP_DISPLAY': ':1', 'XDG_RUNTIME_DIR': '/run/user/1000', 'GDK_BACKEND': 'x11', 'DISPLAY': ':0', 'LANG': 'C.UTF-8', 'XDG_CURRENT_DESKTOP': 'ubuntu:GNOME', 'LC_TELEPHONE': 'C.UTF-8', 'RMW_IMPLEMENTATION': 'rmw_cyclonedds_cpp', 'XMODIFIERS': '@im=ibus', 'GH_PAGER': 'cat', 'XDG_SESSION_DESKTOP': 'ubuntu', 'XAUTHORITY': '/run/user/1000/.mutter-Xwaylandauth.KGKGU3', 'LS_COLORS': '', 'SSH_AUTH_SOCK': '/run/user/1000/keyring/ssh', 'LEMONADE_HOST': '0.0.0.0', 'AMENT_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy', 'LC_MESSAGES': 'el_GR.UTF-8', 'SHELL': '/bin/bash', 'LC_NAME': 'C.UTF-8', 'QT_ACCESSIBILITY': '1', 'NO_AT_BRIDGE': '1', 'GDMSESSION': 'ubuntu', 'LESSCLOSE': '/usr/bin/lesspipe %s %s', 'CODEX_THREAD_ID': '01a02ac9-4811-7312-869c-bf08a22ad75d', 'LC_MEASUREMENT': 'C.UTF-8', 'LC_IDENTIFICATION': 'C.UTF-8', 'ROS_AUTOMATIC_DISCOVERY_RANGE': 'SUBNET', 'GIT_PAGER': 'cat', 'QT_IM_MODULE': 'ibus', 'PWD': '/home/dimi/robot_ws/src/home_robot/build/home_robot', 'LC_ALL': 'C.UTF-8', 'XDG_CONFIG_DIRS': '/etc/xdg/xdg-ubuntu:/etc/xdg', 'ZSH_TMUX_AUTOSTART': 'false', 'XDG_DATA_DIRS': '/usr/share/ubuntu:/usr/share/gnome:/home/dimi/.local/share/flatpak/exports/share:/var/lib/flatpak/exports/share:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop', 'PYTHONPATH': '/home/dimi/ros2_robot_ws/install/create_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/home_robot/lib/python3.12/site-packages:/home/dimi/robot_ws/install/interbotix_perception_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/install/explore_lite_msgs/lib/python3.12/site-packages:/home/dimi/robot_ws/build/easy_handeye2:/home/dimi/robot_ws/install/easy_handeye2/lib/python3.12/site-packages:/home/dimi/robot_ws/install/easy_handeye2_msgs/lib/python3.12/site-packages:/opt/ros/jazzy/lib/python3.12/site-packages', 'LC_NUMERIC': 'C.UTF-8', 'LC_PAPER': 'C.UTF-8', 'COLCON': '1', 'MEMORY_PRESSURE_WRITE': 'c29tZSAyMDAwMDAgMjAwMDAwMAA=', 'CMAKE_PREFIX_PATH': '/home/dimi/ros2_robot_ws/install/sllidar_ros2:/home/dimi/ros2_robot_ws/install/create_robot:/home/dimi/ros2_robot_ws/install/create_bringup:/home/dimi/ros2_robot_ws/install/create_driver:/home/dimi/ros2_robot_ws/install/libcreate:/home/dimi/ros2_robot_ws/install/create_msgs:/home/dimi/ros2_robot_ws/install/create_description:/home/dimi/robot_ws/install/roarm_moveit:/home/dimi/robot_ws/install/roarm_description:/home/dimi/robot_ws/install/home_robot:/home/dimi/robot_ws/install/interbotix_perception_pipelines:/home/dimi/robot_ws/install/interbotix_perception_msgs:/home/dimi/robot_ws/install/explore_lite:/home/dimi/robot_ws/install/explore_lite_msgs:/home/dimi/robot_ws/install/easy_handeye2_msgs:/home/dimi/roomba_ws/install/sllidar_ros2:/opt/ros/jazzy/opt/gz_sim_vendor:/opt/ros/jazzy/opt/gz_sensors_vendor:/opt/ros/jazzy/opt/gz_physics_vendor:/opt/ros/jazzy/opt/sdformat_vendor:/opt/ros/jazzy/opt/gz_gui_vendor:/opt/ros/jazzy/opt/gz_transport_vendor:/opt/ros/jazzy/opt/gz_rendering_vendor:/opt/ros/jazzy/opt/gz_plugin_vendor:/opt/ros/jazzy/opt/gz_fuel_tools_vendor:/opt/ros/jazzy/opt/gz_msgs_vendor:/opt/ros/jazzy/opt/gz_common_vendor:/opt/ros/jazzy/opt/gz_math_vendor:/opt/ros/jazzy/opt/gz_utils_vendor:/opt/ros/jazzy/opt/gz_tools_vendor:/opt/ros/jazzy/opt/gz_ogre_next_vendor:/opt/ros/jazzy/opt/gz_dartsim_vendor:/opt/ros/jazzy/opt/gz_cmake_vendor:/home/dimi/robot_ws/install/easy_handeye2:/opt/ros/jazzy'}), 'shell': False}
[0.088892] (home_robot) StdoutLine: {'line': b'Built target ament_cmake_python_symlink_home_robot\n'}
[0.099637] (-) TimerEvent: {}
[0.199890] (-) TimerEvent: {}
[0.300088] (-) TimerEvent: {}
[0.360680] (home_robot) StdoutLine: {'line': b'running egg_info\n'}
[0.400224] (-) TimerEvent: {}
[0.479001] (home_robot) StdoutLine: {'line': b'writing home_robot.egg-info/PKG-INFO\n'}
[0.479273] (home_robot) StdoutLine: {'line': b'writing dependency_links to home_robot.egg-info/dependency_links.txt\n'}
[0.660277] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/gesture_node.py\n'}
[0.660337] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/proactive_observer_node.py\n'}
[0.660465] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/episodic_memory_node.py\n'}
[0.660516] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/open_vocab_detector.py\n'}
[0.660563] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/sound_event_node.py\n'}
[0.660611] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/face_identity_node.py\n'}
[0.660658] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/self_diagnosis_node.py\n'}
[0.660705] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/slip_monitor_node.py\n'}
[0.660749] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/hand_gesture_node.py\n'}
[0.661121] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/people_node.py\n'}
[0.661208] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/acoustic_map_node.py\n'}
[0.661268] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/tactile_node.py\n'}
[0.661335] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/echo_node.py\n'}
[0.661398] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/nerf_capture_node.py\n'}
[0.661458] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/goto_room.py\n'}
[0.661542] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/room_tour.py\n'}
[0.661622] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/record_location.py\n'}
[0.661681] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/collect_keepout_clicks.py\n'}
[0.661950] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/pose_saver_node.py\n'}
[0.662013] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/room_markers_node.py\n'}
[0.662075] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/global_localizer_node.py\n'}
[0.662128] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/explore_manager_node.py\n'}
[0.662182] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/web_dashboard_node.py\n'}
[0.662252] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/goal_pose_bridge.py\n'}
[0.662309] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/odom_tf_broadcaster.py\n'}
[0.662364] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/trail_publisher_node.py\n'}
[0.662423] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n.pt\n'}
[0.662484] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n-seg.pt\n'}
[0.662540] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n-pose.pt\n'}
[0.662598] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n_int8.onnx\n'}
[0.662722] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n_pose_int8.onnx\n'}
[0.662838] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yolo11n_seg_int8.onnx\n'}
[0.662904] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/lib/home_robot/yunet_int8.onnx\n'}
[0.663079] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/arm_moveit.launch.cpython-312.pyc\n'}
[0.663183] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/bringup.launch.cpython-312.pyc\n'}
[0.663247] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/handeye_calibrate.launch.cpython-312.pyc\n'}
[0.663298] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/lidar.launch.cpython-312.pyc\n'}
[0.663352] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/localize.launch.cpython-312.pyc\n'}
[0.663399] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/map_mode_localize.launch.cpython-312.pyc\n'}
[0.663448] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/map_mode_slam.launch.cpython-312.pyc\n'}
[0.663495] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/perception_clusters.launch.cpython-312.pyc\n'}
[0.663543] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/rtabmap.launch.cpython-312.pyc\n'}
[0.663589] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/sim.launch.cpython-312.pyc\n'}
[0.663635] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/slam_only.launch.cpython-312.pyc\n'}
[0.663824] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/__pycache__/view_map.launch.cpython-312.pyc\n'}
[0.663888] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/arm_moveit.launch.py\n'}
[0.663976] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/bringup.launch.py\n'}
[0.664043] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/handeye_calibrate.launch.py\n'}
[0.664101] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/lidar.launch.py\n'}
[0.664160] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/localize.launch.py\n'}
[0.664261] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/map_mode_localize.launch.py\n'}
[0.664320] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/map_mode_slam.launch.py\n'}
[0.664377] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/perception_clusters.launch.py\n'}
[0.664420] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/rtabmap.launch.py\n'}
[0.664458] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/sim.launch.py\n'}
[0.664496] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/slam_only.launch.py\n'}
[0.664536] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/launch/view_map.launch.py\n'}
[0.664610] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/99-robot-devices.rules\n'}
[0.664656] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/apriltag.yaml\n'}
[0.664737] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/arm_joy_ps5.yaml\n'}
[0.664810] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/arm_model.json\n'}
[0.664853] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/behavior_trees/navigate_to_pose_w_replanning_and_recovery.xml\n'}
[0.664921] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/ekf.yaml\n'}
[0.664964] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/explore.yaml\n'}
[0.665039] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/keepout_mask.pgm\n'}
[0.665081] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/keepout_mask.yaml\n'}
[0.665148] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/keepout_zones.yaml\n'}
[0.665187] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/lidar_arm_filter.yaml\n'}
[0.665271] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/locations.yaml\n'}
[0.665314] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/lukas.rviz\n'}
[0.665375] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/models/hey_robot.onnx\n'}
[0.665431] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/models/piper/el_GR-rapunzelina-low.onnx\n'}
[0.665491] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/models/piper/el_GR-rapunzelina-low.onnx.json\n'}
[0.665562] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/nav2_params.yaml\n'}
[0.665998] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/pcl_filter_params.yaml\n'}
[0.666113] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/robot.rviz\n'}
[0.666456] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/robot_scan.glb\n'}
[0.666642] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/robot_scan_uncropped.glb\n'}
[0.666800] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/sort_rules.yaml\n'}
[0.666857] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/config/teleop_twist_joy_ps5.yaml\n'}
[0.668295] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/RUNBOOK_remap.md\n'}
[0.668427] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/RUNBOOK_spin_retest.md\n'}
[0.668586] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/apply_handeye_calibration.cpython-312.pyc\n'}
[0.668663] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/auto_rooms.cpython-312.pyc\n'}
[0.668833] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/brc_line_probe.cpython-312.pyc\n'}
[0.668878] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/build_arm_model.cpython-312.pyc\n'}
[0.668920] (home_robot) StdoutLine: {'line': b'-- Up-to-date symlink: /home/dimi/robot_ws/src/home_robot/install/home_robot/share/home_robot/scripts/__pycache__/bump_test.cpython-312-pytest-7.4.4.pyc\n'}
